Circuit ID,Source of ID,Names
DTgP,DHBA,"dorsal tegmental nucleus, pericentral part"
DMTg,DHBA,dorsomedial tegmental area
PnE,DHBA,ependyma and subependymal layers of pons
EpC,DHBA,epicoeruleus nucleus
PnG,DHBA,pontine gamma nucleus
IIMLF,DHBA,intermediate interstitial nucleus of medial longitudinal fasciculus
IMLF,DHBA,interstitial nucleus of medial longitudinal fasciculus
I5,DHBA,intertrigeminal nucleus
JxO,DHBA,juxtaolivary nucleus
KF,DHBA,Koelliker-Fuse nucleus
LDTg,DHBA,Laterodorsal tegmental nucleus
LDTgD,DHBA,"laterodorsal tegmental nucleus, dorsal part"
LDTgV,DHBA,"laterodorsal tegmental nucleus, ventral part"
NI,DHBA,nucleus incertus
K,DHBA,nucleus K
L,DHBA,nucleus L
Pa6,DHBA,paraabducens nucleus
PCuN,DHBA,pericuneate nuclei
LPCu,DHBA,lateral pericuneate nucleus
MPCu,DHBA,medial pericuneate nucleus
PF7,DHBA,perifacial zone
PnBi,DHBA,"pontobulbar nucleus, inferior part"
P5,DHBA,peritrigeminal zone
R7,DHBA,retrofacial nucleus
RTz,DHBA,retrotrapezoid nucleus
5N,DHBA,trigeminal nuclei
VLTg,DHBA,ventrolateral tegmental nucleus
SGe,DHBA,supragenual nucleus
Mo,DHBA,myelencephalon(medulla oblongata)
MDJ,"[Wang, 2021]",mesodiencephalic junction
MoPy,DHBA,pyramidal part of medulla oblongata
Ar,DHBA,arcuate nucleus of medulla oblongata
Ct,DHBA,conterminal nucleus
MoTg,DHBA,tegmentum of medulla oblongata
MoEN,DHBA,efferent nuclei of cranial nerves in the medulla oblongata
Amb,DHBA,"ambiguus nucleus, Nucleus ambiguus"
AmbC,DHBA,"ambiguus nucleus, compact part"
AmbL,DHBA,"ambiguus nucleus, loose part"
AmbSC,DHBA,"ambiguus nucleus, semicompact part"
12N,DHBA,hypoglossal nucleus
12GH,DHBA,"hypoglossal nucleus, geniohyoid part"
12L,DHBA,"hypoglossal nucleus, lateral part"
12M,DHBA,"hypoglossal nucleus, medial part"
12V,DHBA,"hypoglossal nucleus, ventral part"
InSV,DHBA,inferior salivatory nucleus
10N,DHBA,"Dorsal motor nucleus of vagus, dmX"
10CaI,DHBA,"dorsal motor nucleus of vagus, caudointermediate part"
10CeI,DHBA,"dorsal motor nucleus of vagus, centrointermediate part"
10DI,DHBA,"dorsal motor nucleus of vagus, dorsointermediate part"
10DR,DHBA,"dorsal motor nucleus of vagus, dorsorostral part"
10F,DHBA,"dorsal motor nucleus of vagus, medial fringe"
10VI,DHBA,"dorsal motor nucleus of vagus, ventrointermediate part"
10VR,DHBA,"dorsal motor nucleus of the vagus, ventrorostral part"
MoAN,DHBA,afferent nuclei of cranial nerves in medulla oblongata
Sol,DHBA,solitary nucleus
SolC,DHBA,"solitary nucleus, commissural part"
SolD,DHBA,"solitary nucleus, dorsal part"
SolDL,DHBA,"solitary nucleus, dorsolateral part"
SolG,DHBA,"solitary nucleus, gelatinous part"
SolIM,DHBA,"solitary nucleus, intermediate part"
SolI,DHBA,"solitary nucleus, interstitial part"
SolIc,DHBA,"solitary nucleus, interstitial part, caudal subdivision"
SolIr,DHBA,"solitary nucleus, interstitial part, rostral (tast) subdivision"
SolM,DHBA,"solitary nucleus, medial part"
SolPaC,DHBA,"solitary nucleus, paracommissural part"
SolV,DHBA,"solitary nucleus, ventral part"
SolVL,DHBA,"solitary nucleus, ventrolateral part"
SSol,DHBA,subsolitary nucleus
PSol,DHBA,parasolitary nucleus
Sp5,DHBA,spinal trigeminal nucleus
Sp5C,DHBA,"spinal trigeminal nucleus, caudal part"
Sp5C1,DHBA,layer 1 (marginal layer) of caudal spinal trigeminal nucleus
Sp5C2,DHBA,layer 2 (gelatenous layer) of caudal spinal trigeminal nucleus
SP5C3/4,DHBA,layer 3/4 (magnocellular layer) of caudal spinal trigeminal nucleus
DM5,DHBA,dorsomedial spinal trigeminal nucleus
Sp5ip,DHBA,"spinal trigeminal nucleus, interpolar part"
8Ve,DHBA,vestibular nuclei in medula
I8,DHBA,interstial nucleus of the vestibulocochlear nerve
MVe,DHBA,medial vestibular nucleus
MVeMC,DHBA,"medial vestibular neucleus, magnocellular part"
MVEPC,DHBA,"medial vestibular neucleus, parvocellular part"
EVe,DHBA,nucleus of origin of vestibular efferents of vestibular nerve
SpVe,DHBA,spinal (inferior) vestibular nucleus
PaVe,DHBA,paravestibular nucleus
MoSR,DHBA,sensory relay nuclei in medulla oblongata
ECu,DHBA,external cuneate nucleus
Cu,DHBA,cuneate nucleus
CuR,DHBA,"Cuneate nucleus, rotundus part"
CuT,DHBA,"Cuneate nucleus, triangular part"
Gr,DHBA,gracile nucleus
GrC,DHBA,"gracile nucleus, central part"
GrR,DHBA,"gracile nucleus, rostral part (shell)"
PrCbN,DHBA,precerebellar nuclei
Crb,DHBA,cribriform nucleus
DPMn,DHBA,dorsal paramedian nucleus
CDPMn,DHBA,caudal dorsal paramedian nucleus
ODPMn,DHBA,rostral (oral) dorsal paramedian nucleus
IO,DHBA,inferior olive
IOVeN,collection,inferior olive associated with vestibular
IOFas,collection,inferior olive associated with CBV
IOInP,collection,inferior olive associated with CPBV
IODT,collection,inferior olive associated with CBL
IODM,DHBA,
IOBe,DHBA,"inferior olive, beta nucleus"
IOD,DHBA,
IODC,DHBA,
IOM,DHBA,"inferior olive, medial nucleus (MAO)"
IOK,DHBA,Cap of Kooy of medial nucleus
IOA,DHBA,subnucleus A of medial nucleus
IOB,DHBA,subnucleus B of medial nucleus
IOC,DHBA,subnucleus C of medial nucleus
IOPr,DHBA,"inferior olive, principal nucleus"
IOVL,DHBA,
InM,DHBA,intercalated nucleus of medulla
IPo,DHBA,interpositus nucleus
PnbN,DHBA,pontobulbar nucleus
PrH,DHBA,"prepositus hypoglossal nucleus;
nucleus prepositus hypoglossi (NPH)"
MoRF,DHBA,"medullary reticular formation, Reticular formation, Rt"
DRt,DHBA,dorsal reticular nucleus
IRt,DHBA,intermediate reticular nucleus
CVL,DHBA,caudoventrolateral reticular nucleus
NA/A,DHBA,noradrenaline/adrenaline cell group 1
RVRG,DHBA,rostral ventral respiratory cell group
RVL,DHBA,rostroventrolateral reticular nucleus of hindbrain
GiRt,DHBA,"gigantocellular reticular nuclei, Nucleus gigantocellularis, GS"
GiRtA,DHBA,alpha gigantocellular reticular nucleus
LPGi,DHBA,lateral paragigantocellular nucleus
PGi,DHBA,"paragigantocellular nucleus, Nucleus paragigantocellularis, pGS"
APGi,DHBA,alpha part of paragigantocellular nucleus
DPGi,DHBA,dorsal paragigantocellular nucleus
GiRtV,DHBA,ventral gigantocellular reticular nucleus
LMRt,DHBA,lateral reticular nuclei
LRt,DHBA,lateral reticular nucleus (principal part)
LRtMC,DHBA,"lateral reticular nucleus, magnocellular part"
LRtPC,DHBA,"lateral reticular nucleus, parvicellular part"
LRtS5,DHBA,"lateral reticular nucleus, subtrigeminal part"
Li,DHBA,linear nucleus of hindbrain
MdD,DHBA,"medullary reticular nucleus, dorsal part (ventral reticular nucleus)"
MdV,DHBA,"medullary reticular nucleus, ventral part (medial reticular nucleus)"
PCRt,DHBA,parvicellular reticular nucleus
PCRtA,DHBA,alpha division of parvicellular reticular nucleus
MoRa,DHBA,raphe nuclei in medulla oblongata
RMg,DHBA,raphe magnus nucleus
ROb,DHBA,raphe obscurus nucleus
RPa,DHBA,raphe pallidus nucleus
NPRa,DHBA,nucleus pararaphales
XMoTg,DHBA,other nuclei in medullary tegmentum
Au,DHBA,austral nucleus
BI,DHBA,basal interstitial nucleus
Bo,DHBA,Botzinger complex
CGL,DHBA,central glial substance
MoCG,DHBA,central gray of medulla oblongata
DPO,DHBA,dorsal periolivary nucleus
MoE,DHBA,ependyma and subependymal layers of the medulla
EL,DHBA,endolemniscal nucleus
EF,DHBA,epifascicular nucleus
IF12,DHBA,interfascicular hypoglossal nucleus
IB,DHBA,internal basal nucleus
Nt,DHBA,notocuneate nucleus
Z,DHBA,nucleus Z (posterodorsal subnucleus)
Y,DHBA,nucleus Y
X,DHBA,nucleus X (preaccessory cuneate nucleus)
Ro,DHBA,nucleus of Roller
PaRa,DHBA,pararaphales nucleus
Pa5,DHBA,paratrigeminal nucleus
PeCu,DHBA,pericuneate nucleus
Pe5,DHBA,peritrigeminal nucleus
PrBo,DHBA,pre-Botzinger complex
RAmb,DHBA,retroambiguous nucleus
SSp,DHBA,spinal accessory (supraspinal) nucleus
SuL,DHBA,supralemniscal nucleus
HTS,DHBA,transient structures of hindbrain
CBT,DHBA,transient zones of cerebellar cortex
VeT,DHBA,transient zones of cerebellar vermis
VeTe,DHBA,external granular (germinal) zone of the vermis
VeTm,DHBA,marginal zone of the vermis
VeTp,DHBA,Purkinje cell zone of the vermis
VeTi,DHBA,inner granular cell zone of the vermis
VeTis,DHBA,superficial (cell dense) portion of VeTi
VeTid,DHBA,deep (cell loose) portion of VeTi
VeTv,DHBA,ventricular (germinal) zone of the vermis
PRVT,DHBA,transient zones of cerebellar paravermis
PRVTe,DHBA,external granular (germinal) zone of the paravermis
PRVTm,DHBA,marginal zone of the paravermis
PRVTp,DHBA,Purkinje cell zone of the paravermis
PRVTi,DHBA,inner granular cell zone of the paravermis
PRVTis,DHBA,superficial (cell dense) portion of PRVTi
PRVTid,DHBA,deep (cell loose) portion of PRVTi
PRVTv,DHBA,ventricular (germinal) zone of the paravermis
CbLT,DHBA,transient zones of cerebellar lateral hemisphere
CbLTe,DHBA,external granular (germinal) zone of lateral hemisphere
CbLTm,DHBA,marginal zone of lateral hemisphere
CbLTp,DHBA,Purkinje cell zone of lateral hemisphere
CbLTi,DHBA,inner granular cell zone of lateral hemisphere
CbLTis,DHBA,superficial (cell dense) portion of CbLTi
CbLTid,DHBA,deep (cell loose) portionof CbLTi
CbLTv,DHBA,ventricular (germinal) zone of lateral hemisphere
CbFT,DHBA,transient zones of cerebellar flocculus
CbFTe,DHBA,external granular (germinal) zone of flocculus
CbFTm,DHBA,marginal zone of flocculus
CbFTp,DHBA,Purkinje cell zone of flocculus
CbFTi,DHBA,inner granular cell zone of flocculus
CbFTis,DHBA,superficial (cell dense) portion of CbFTi
CbFTid,DHBA,deep (cell loose) portionof CbFTi
CbFTv,DHBA,ventricular (germinal) zone of flocculus
TGCbN,DHBA,transient glia cell group of cerebellar deep nucleus
CbP,DHBA,cerebellar plate
MZCbP,DHBA,marginal (subpial stream) zone of cerebellar plate
IZCbP,DHBA,intermediate (mantle) zone of cerebellar plate
NTZ,DHBA,nuclear transitory zone of cerebellar plate
CTZ,DHBA,cortical transitory zone of cerebellar plate
VZCbP,DHBA,ventricular (neuroepithelial) zone of cerebellar plate
CbS,DHBA,cerebellar swelling
CbSi,DHBA,internal cerebellar swelling
CbSe,DHBA,external cerebellar swelling
HNM,DHBA,hindbrain neuromeres
RhIS,DHBA,rhombencephalic isthmus
RhA,DHBA,rhombomere A
Rh1,DHBA,rhombomere 1
Rh2,DHBA,rhombomere 2
Rh3,DHBA,rhombomere 3
RhB,DHBA,rhombomere B
Rh4,DHBA,rhombomere 4
RhC,DHBA,rhombomere C
Rh5,DHBA,rhombomere 5
Rh6,DHBA,rhombomere 6
Rh7,DHBA,rhombomere 7
RhD,DHBA,rhombomere D
Rh8,DHBA,rhombomere 8
RhL,DHBA,rhombic lip
URL,DHBA,upper (rostral) rhombic lip
EGLU,DHBA,external granular (germinal) layer of upper rhombic lip
LRL,DHBA,lower (caudal) rhombic lip
EGLL,DHBA,external granular (germinal) layer of lower rhombic lip
TCC,DHBA,transient cell columns in pons
MCCP,DHBA,medial cell column of pons
ICCP,DHBA,intermediate cell column of pons
LCCP,DHBA,lateral cell column of pons
TPk,DHBA,transient Purkinje cell clusters
PkA,DHBA,cluster A of Purkinje cells
PkB,DHBA,cluster B of Purkinje cells
PkC,DHBA,cluster C of Purkinje cells
PkD,DHBA,cluster D of Purkinje cells
PkE,DHBA,cluster E of Purkinje cells
PkF,DHBA,cluster F of Purkinje cells
PkG,DHBA,cluster G of Purkinje cells
PkH,DHBA,cluster H of Purkinje cells
MSH,DHBA,migratory streams in hindbrain
REMS,DHBA,rostral (anterior) extramural migratory stream
CEMS,DHBA,caudal (posterior) extramural migratory stream
ImMS,DHBA,intramural migratory stream
MZH,DHBA,marginal zone of hindbrain
MZCB,DHBA,marginal zone of cerebellum
MZPN,DHBA,marginal zone of pons
MZMO,DHBA,marginal zone of medulla
IZH,DHBA,intermediate (mantle) zone of hindbrain
IZHal,DHBA,alar plate of intermediate zone of hindbrain
SSA,DHBA,special somatic afferent cell column of hindbrain
GSA,DHBA,general somatic afferent cell column of hindbrain
GVA,DHBA,general visceral afferent cell column of hindbrain
SVA,DHBA,special visceral afferent cell column of hindbrain
IZHba,DHBA,basal plate of intermediate zone of hindbrain
GVE,DHBA,general visceral efferent cell column of hindbrain
SVE,DHBA,special visceral efferent cell column of hindbrain
GSE,DHBA,general somatic efferent cell column of hindbrain
IZHfl,DHBA,floor plate of intermediate zone of hindbrain
IZHro,DHBA,roof plate of intermediate zone of hindbrain
VZH,DHBA,ventricular (matrix) zone in hindbrain
VZCB,DHBA,ventricular (matrix) zone of cerebellum
VZPN,DHBA,ventricular (matrix) zone of pons
VZMO,DHBA,ventricular (matrix) zone of medulla
PnFlx,DHBA,pontine flexures
CrSlp,DHBA,cranial (metacephalic) slope
CaSlp,DHBA,caudal (myelencephalic) slope
PnbB,DHBA,pontobulbar body
RhGv,DHBA,rhombic grooves
HWM,DHBA,white matter of hindbrain
vst,collection,vestibulospinal tract
resp,collection,reticulospinal tract
ami,DHBA,amiculum of the olive
af7,DHBA,ascending fibers of the facial nerve
ctg,DHBA,central tegmental tract
cpn,DHBA,"cortico-pontine fibers, pontine part"
cuf,DHBA,cuneate fasciculus
xml,DHBA,decussation of medial lemniscus
das,DHBA,dorsal acoustic stria
def,DHBA,dorsal external fibers
dlf-h,DHBA,dorsal longitudinal fasciculus
dtgth,DHBA,dorsal trigeminothalamic tract
eaf,DHBA,external arcuate fibers
g7,DHBA,genu of the facial nerve
gr,DHBA,gracile fasciculus
hio,DHBA,hilus of the inferior olive
hysp,DHBA,hypothalamospinal tract
icp,DHBA,inferior cerebellar peduncle
rsf,DHBA,restiform body
cbrf,DHBA,cerebelloreticular fibers
cbvf,DHBA,cerebellovestibular fibers
cucb,DHBA,cuneocerebellar tract
dsc,DHBA,dorsal spinocerebellar tract
ocb,DHBA,olivocerebellar tract
rcbtm,DHBA,"reticulocerebellar tract, medullary division"
sct,DHBA,spinocerebellar tract
jx,DHBA,juxtarestiform body
fasr,DHBA,fastigial reticular tract
fasv,DHBA,fastigial vestibular tract
tgcb,DHBA,trigeminocerebellar tract
vecb,DHBA,vestibulocerebellar tract
ias,DHBA,intermediate acoustic stria
iaf,DHBA,internal arcuate fibers
issp,DHBA,interstitiospinal tract
lbrs,DHBA,lateral bulboreticulospinal tract
lcs,DHBA,lateral corticospinal tract
ll,DHBA,lateral lemniscus
lvs,DHBA,lateral vestibulospinal tract
lfpn,DHBA,longitudinal fasciculus of the pons
ml,DHBA,medial lemniscus
mlf,DHBA,medial longitudinal fasciculus
metg,DHBA,medial tegmental tract
mvet,DHBA,medial vestibulospinal tract
me5,DHBA,mesencephalic trigeminal tract
mcp,DHBA,middle cerebellar peduncle
pncb,DHBA,pontocerebellar tract
rctp,DHBA,"reticulocerebellar tract, pontine division"
olcob,DHBA,olivocochlear bundle
xpy,DHBA,pyramidal decussation
py,DHBA,pyramidal tract
cbu-h,DHBA,corticobulbar tract
cre-h,DHBA,corticoreticular tract
csp-h,DHBA,corticospinal tract
rsp,DHBA,raphespinal tract
lrsp,DHBA,lateral raphespinal tract
vrsp,DHBA,ventral raphespinal tract
rbb,DHBA,rubrobulbar tract
rol,DHBA,rubro-olivary tract
rusp,DHBA,rubospinal tract
sol,DHBA,solitary tract
slh,DHBA,spinal lemniscus in hindbrain
spb,DHBA,spinobulbar tract
sphy,DHBA,spinohypothalamic tract
spme,DHBA,spinomesencephalic tract
spre,DHBA,spinoreticular tract
spth,DHBA,spinothalamic tract
spve,DHBA,spinovestibular tract
tbu,DHBA,tectobulbar tract
sp5,DHBA,spinal trigeminal tract
spol,DHBA,spino-olivary tract
sm4V,DHBA,stria medulares of the fourth ventricle
tsp,DHBA,tectospinal tract
tfp,DHBA,transverse fibers of pons
tz,DHBA,trapezoid body
tri5,DHBA,trigeminothalamic tract
ubcb,DHBA,uncinate (hooked) bundle of cerebellum
vcsp,DHBA,ventral corticospinal tract
vexf,DHBA,ventral external fibers
vresp,DHBA,ventral reticulospinal tract
vscb,DHBA,ventral spinocerebellar tract
vtg,DHBA,ventral tegmental tract
vtth,DHBA,ventral trigeminothalamic tract
veme,DHBA,vestibulomesencephalic tract
HV,DHBA,ventricles of hindbrain
4V,DHBA,fourth ventricle
4Vro,DHBA,roof of fourth ventricle
lr4V,DHBA,lateral recess of fourth ventricle
4Vfl,DHBA,floor of fourth ventricle (rhomboid fossa)
cec,DHBA,central canal of medulla oblongata
HSS,DHBA,surface structures of hindbrain
CbSS,DHBA,surface structures of cerebellum
cbf,DHBA,cerebellar fissures
prcf,DHBA,precentral (postlingual) fissure
pocf,DHBA,postcentral (preculminate) fissure
icf,DHBA,intraculminate fissure
prif,DHBA,primary (anterior superior) fissure
psf,DHBA,posterior superior (postclival) fissure
hof,DHBA,horizontal (intercrural) fissure
apf,DHBA,ansoparamedian fissure
prpy,DHBA,prepyramidal (prebiventral) fissure
ibif,DHBA,intravbiventral fissure
popy,DHBA,secondary (post pyramidal) fissure
polf,DHBA,posterolateral (postnodular) fissure
CBLL,DHBA,cerebellar lobes and lobules
ACb,DHBA,anterior lobe
CbI,DHBA,lobule I (lingula)
CbII,DHBA,"lobule II (central lobule and wing, anterior part)"
CbIII,DHBA,"lobule III (central lobule and wing, posterior part)"
CbIV,DHBA,"lobule IV (culmen and quadrangular lobule, anterior part)"
CbV,DHBA,"lobule V (culmen and quadrangular lobule, posterior part)"
PCb,DHBA,posterior lobe
CbVI,DHBA,lobule VI (declive and simplex lobule)
CbVIIa1,DHBA,lobule VIIAf/crus I (folium and superior semilunar lobule)
CbVIIa2,DHBA,lobule VIIAt/crus II (tuber and inferior semilunar lobule)
CbVIIb,DHBA,lobule VIIB (gracile lobule)
CbVIIIa,DHBA,"lobule VIIIA (pyramis and biventral lobule, anterior part)"
CbVIIIb,DHBA,"lobule VIIIB (pyramis and biventral lobule, posterior part)"
CbIX,DHBA,lobule IX (uvula and tosil)
FNCb,DHBA,flocculonodular lobe
FNCbp,makeshift,purkinje cell of flocculus
FNCbg,makeshift,granular cell of flocculus
CbX,DHBA,lobule X (nodulus and flocculus)
PnSS,DHBA,surface structures of pons
bas,DHBA,basilar sulcus
IsRh,DHBA,isthmus of rhombencephalon
pbr,DHBA,parabrachial recess
pmed,DHBA,pontomedullary sulcus
pmes,DHBA,pontomesencephalic sulcus
r6,DHBA,root of abducens nerve
r7,DHBA,root of facial nerve
r7m,DHBA,motor root of facial nerve
r7in,DHBA,root of intermediate nerve
r5,DHBA,root of trigeminal nerve
r5m,DHBA,motor root of trigeminal nerve
r5s,DHBA,sensory root of trigeminal nerve
r8,DHBA,root of vestibulocochlear nerve
r8co,DHBA,cochlear root of vestibulocochlear nerve
r8ve,DHBA,vestibular root of vestibulocochlear nerve
rmv,DHBA,rostral (anterior) medullary velum
AS4V,DHBA,adjoining structures of fourth ventricle
AP,DHBA,area postrema
Cho4V,DHBA,choroid plexus of the fourth ventricle
FaC,DHBA,facial colliculus
FovI,DHBA,fovea inferior
FovS,DHBA,fovea superior
FnS,DHBA,funiculus seperans
12Tr,DHBA,hypoglossal trigone
la4V,DHBA,lateral aperture (foramen of Luschka)
LC,DHBA,Locus coeruleus
MEm,DHBA,medial eminence
ma4V,DHBA,median aperture (foramen of Magendie)
MSul,DHBA,median sulcus
Obx,DHBA,obex
SulL,DHBA,sulcus limitans
Tae,DHBA,taenia cinerea
10Tr,DHBA,vagal trigone
MOSS,DHBA,surface structures of medulla
alms,DHBA,anterolateral medullary sulcus
pros,DHBA,preolivary sulcus
cutu,DHBA,cuneate tubercle
dmms,DHBA,dorsal (posterior) median medullary sulcus
fce,DHBA,foramen caecum
grtu,DHBA,gracile tubercle (clava)
imv,DHBA,inferior (caudal) medullary velum
dims,DHBA,dorsal intermedite medullary sulcus
dlms,DHBA,dorsal lateral medullary sulcus
posos,DHBA,postolivary sulcus
r11,DHBA,root of accessory nerve
r11cr,DHBA,cranial root of accessory nerve
r11sp,DHBA,spinal root of accessory nerve
r12,DHBA,root of hypoglossal nerve
r9,DHBA,root of glossopharyngeal nerve
r10,DHBA,root of vagus nerve
vmms,DHBA,ventral (anterior) median medullary sulcus
hbv,DHBA,blood vessels of hindbrain
SpC,DHBA,spinal cord
SGM,DHBA,gray matter of spinal cord
aSpC,makeshift,afferent spinal cord
eSpC,makeshift,efferent spinal cord
SpI,DHBA,laminar I of spinal cord
SpII,DHBA,laminar II of spinal cord
SpIII-IV,DHBA,laminar III and IV of spinal cord
SpV-VI,DHBA,laminar V and VI of spinal cord
SpVII,DHBA,laminar VII of spinal cord
CeCv,DHBA,central cervical nucleus of spinal cord
SpVIII,DHBA,laminar VIII of spinal cord
SpIX,DHBA,laminar IX of spinal cord
SpX,DHBA,laminar X of spinal cord
SWM,DHBA,white matter of spinal cord
dfs,DHBA,dorsal fasciculus of spinal cord
lfs,DHBA,lateral fasciculus of spinal cord
polt,DHBA,posterior lateral tract of spinal cord
vfs,DHBA,ventral fasciculus of spinal cord
SV,DHBA,ventricle of spinal cord
cces,DHBA,central canal and ependyma of spinal cord
SSS,DHBA,surface structures of spinal cord
rsn,DHBA,roots of spinal nerves
vmss,DHBA,ventral (anterior) median spinal sulcus
spbv,DHBA,blood vessels of spinal cord
