Circuit ID,Source of ID,Names
ASTC,DHBA,"anterior (rostral) superior temporal cortex (area 22r), RTp"
A22r1,DHBA,layer I of area 22r
A22r2,DHBA,layer II of area 22r
A22r3,DHBA,layer III of area 22r
A22r4,DHBA,layer IV of area 22r
A22r5,DHBA,layer V of area 22r
A22r6,DHBA,layer VI of area 22r
ISTC,DHBA,"intermdiate superior temporal cortex (area 22i), RPB"
A22i1,DHBA,layer I of area 22i
A22i2,DHBA,layer II of area 22i
A22i3,DHBA,layer III of area 22i
A22i4,DHBA,layer IV of area 22i
A22i5,DHBA,layer V of area 22i
A22i6,DHBA,layer VI of area 22i
STC,DHBA,"posterior (caudal) superior temporal cortex (area 22c), CPB"
A22c1,DHBA,layer I of area 22c
A22c2,DHBA,layer II of area 22c
A22c3,DHBA,layer III of area 22c
A22c4,DHBA,layer IV of area 22c
A22c5,DHBA,layer V of area 22c
A22c6,DHBA,layer VI of area 22c
PSTC,DHBA,polysensory temporal coretex (area 22p); STS
A22pr,DHBA,rostral division of 22p (area 22pr)
A22pr1,DHBA,layer I of area 22pr
A22pr2,DHBA,layer II of area 22pr
A22pr3,DHBA,layer III of area 22pr
A22pr4,DHBA,layer IV of area 22pr
A22pr5,DHBA,layer V of area 22pr
A22pr6,DHBA,layer VI of area 22pr
A22pi,DHBA,intermediate division of 22p (area 22pi)
A22pi1,DHBA,layer I of area 22pi
A22pi2,DHBA,layer II of area 22pi
A22pi3,DHBA,layer III of area 22pi
A22pi4,DHBA,layer IV of area 22pi
A22pi5,DHBA,layer V of area 22pi
A22pi6,DHBA,layer VI of area 22pi
A22pc,DHBA,caudal division of 22p (area 22pc)
A22pc1,DHBA,layer I of area 22pc
A22pc2,DHBA,layer II of area 22pc
A22pc3,DHBA,layer III of area 22pc
A22pc4,DHBA,layer IV of area 22pc
A22pc5,DHBA,layer V of area 22pc
A22pc6,DHBA,layer VI of area 22pc
PI,DHBA,parainsular cortex
PI1,DHBA,layer I of parainsular cortex
PI2,DHBA,layer II of parainsular cortex
PI3,DHBA,layer III of parainsular cortex
PI4,DHBA,layer IV of parainsular cortex
PI5,DHBA,layer V of parainsular cortex
PI6,DHBA,layer VI of parainsular cortex
VLTC,DHBA,ventrolateral temporal neocortex
MTC,DHBA,"midlateral temporal cortex (area TEd, area 21)"
A21r,DHBA,rostral subdivision of area 21
A21r1,DHBA,layer I of area 21r
A21r2,DHBA,layer II of area 21r
A21r3,DHBA,layer III of area 21r
A21r4,DHBA,layer IV of area 21r
A21r5,DHBA,layer V of area 21r
A21r6,DHBA,layer VI of area 21r
A21i,DHBA,intermediate subdivision of area 21
A21i1,DHBA,layer I of area 21i
A21i2,DHBA,layer II of area 21i
A21i3,DHBA,layer III of area 21i
A21i4,DHBA,layer IV of area 21i
A21i5,DHBA,layer V of area 21i
A21i6,DHBA,layer VI of area 21i
A21c,DHBA,caudal subdivision of area 21
A21c1,DHBA,layer I of area 21c
A21c2,DHBA,layer II of area 21c
A21c3,DHBA,layer III of area 21c
A21c4,DHBA,layer IV of area 21c
A21c5,DHBA,layer V of area 21c
A21c6,DHBA,layer VI of area 21c
ITC,DHBA,"inferior temporal cortex (area TEv, area 20)"
A20r,DHBA,rostral subdivision of area 20
A20r1,DHBA,layer I of area 20r
A20r2,DHBA,layer II of area 20r
A20r3,DHBA,layer III of area 20r
A20r4,DHBA,layer IV of area 20r
A20r5,DHBA,layer V of area 20r
A20r6,DHBA,layer VI of area 20r
A20i,DHBA,intermediate subdivision of area 20
A20i1,DHBA,layer I of area 20i
A20i2,DHBA,layer II of area 20i
A20i3,DHBA,layer III of area 20i
A20i4,DHBA,layer IV of area 20i
A20i5,DHBA,layer V of area 20i
A20i6,DHBA,layer VI of area 20i
A20c,DHBA,caudal subdivision of area 20
A20c1,DHBA,layer I of area 20c
A20c2,DHBA,layer II of area 20c
A20c3,DHBA,layer III of area 20c
A20c4,DHBA,layer IV of area 20c
A20c5,DHBA,layer V of area 20c
A20c6,DHBA,layer VI of area 20c
MITC,DHBA,midinferior (fusiform) temporal cortex
A36,DHBA,rostral division of MITC (area 36)
A36r,DHBA,rostral subdivision of area 36
A36r1,DHBA,layer I of area 36r
A36r2,DHBA,layer II of area 36r
A36r3,DHBA,layer III of area 36r
A36r4,DHBA,layer IV of area 36r
A36r5,DHBA,layer V of area 36r
A36r6,DHBA,layer VI of area 36r
A36c,DHBA,caudal subdivision of area 36
A36c1,DHBA,layer I of area 36c
A36c2,DHBA,layer II of area 36c
A36c3,DHBA,layer III of area 36c
A36c4,DHBA,layer IV of area 36c
A36c5,DHBA,layer V of area 36c
A36c6,DHBA,layer VI of area 36c
TF,DHBA,caudal division of MITC (area TF)
TF1,DHBA,layer I of area TF
TF2,DHBA,layer II of area TF
TF3,DHBA,layer III of area TF
TF4,DHBA,layer IV of area TF
TF5,DHBA,layer V of area TF
TF6,DHBA,layer VI of area TF
PPHC,DHBA,posterior parahippocampal cortex
VISpor_uc1,makeshift,"postrhinal cortex, uniform circuit 1"
VISpor_uc2,makeshift,"postrhinal cortex, uniform circuit 2"
VISpor,MBA,postrhinal area
TH,DHBA,medial division of PPHC (area TH)
TH1,DHBA,layer I of area TH
TH2,DHBA,layer II of area TH
TH3,DHBA,layer III of area TH
TH5,DHBA,layer V of area TH
TH6,DHBA,layer VI of area TH
TL,DHBA,lateral division of PPHC (area TL)
TL1,DHBA,layer I of area TL
TL2,DHBA,layer II of area TL
TL3,DHBA,layer III of area TL
TL4,DHBA,layer IV of area TL
TL5,DHBA,layer V of area TL
TL6,DHBA,layer VI of area TL
TFO,DHBA,medial temporal-occipital cortex (area TFO)
TFO1,DHBA,layer I of area TFO
TFO2,DHBA,layer II of area TFO
TFO3,DHBA,layer III of area TFO
TFO4,DHBA,layer IV of area TFO
TFO5,DHBA,layer V of area TFO
TFO6,DHBA,layer VI of area TFO
A37,DHBA,lateral temporal-occipital cortex (area 37)
A37-1,DHBA,layer I of area 37
A37-2,DHBA,layer II of area 37
A37-3,DHBA,layer III of area 37
A37-4,DHBA,layer IV of area 37
A37-5,DHBA,layer V of area 37
A37-6,DHBA,layer VI of area 37
A38,DHBA,temporal polar cortex
A38_o,makeshift,
A38_pai,makeshift,
A38_z,makeshift,
A38-1,DHBA,layer I of area 38
A38-2,DHBA,layer II of area 38
A38-3,DHBA,layer III of area 38
A38-4,DHBA,layer IV of area 38
A38-5,DHBA,layer V of area 38
A38-6,DHBA,layer VI of area 38
V5/MT,DHBA,area V5 (middle temporal area)
V5/MT1,DHBA,layer I of area V5/MT
V5/MT2,DHBA,layer II of area V5/MT
V5/MT3,DHBA,layer III of area V5/MT
V5/MT4,DHBA,layer IV of area V5/MT
V5/MT5,DHBA,layer V of area V5/MT
V5/MT6,DHBA,layer VI of area V5/MT
LO,DHBA,lateral occipito-temporal area
LO1,DHBA,layer I of area LO
LO2,DHBA,layer II of area LO
LO3,DHBA,layer III of area LO
LO4,DHBA,layer IV of area LO
LO5,DHBA,layer V of area LO
LO6,DHBA,layer VI of area LO
Ocx,DHBA,occipital neocortex
Pro,DHBA,area prostriata
Pro1,DHBA,layer I of area prostriata
Pro2,DHBA,layer II of area prostriata
Pro3,DHBA,layer III of area prostriata
Pro4,DHBA,layer IV of area prostriata
Pro5,DHBA,layer V of area prostriata
Pro6,DHBA,layer VI of area prostriata
V1C,DHBA,"primary visual cortex (striate cortex, area V1/17)"
V1-1,DHBA,layer I of area 17
V1-2,DHBA,layer II of area 17
V1-3,DHBA,layer III of area 17
V1-4,DHBA,layer IV of area 17
V1-4A,DHBA,layer IVA of area 17
V1-4B,DHBA,layer IVB of area 17
V1-4C,DHBA,layer IVC of area 17
V1-4Ca,DHBA,layer IVCa of area 17
V1-4Cb,DHBA,layer IVCb of area 17
V1-5,DHBA,layer V of area 17
V1-6,DHBA,layer VI of area 17
ESOC,DHBA,extrastriate occipital cortex
Vx,DHBA,area x of visual cortex
V2,DHBA,"parastriate cortex (area V2, area 18)"
V2-1,DHBA,layer I of area 18
V2-2,DHBA,layer II of area 18
V2-3,DHBA,layer III of area 18
V2-4,DHBA,layer IV of area 18
V2-5,DHBA,layer V of area 18
V2-6,DHBA,layer VI of area 18
PSC,DHBA,peristriate cortex (area 19)
V3,DHBA,area V3 of peristriate cortex
V3-1,DHBA,layer I of area V3
V3-2,DHBA,layer II of area V3
V3-3,DHBA,layer III of area V3
V3-4,DHBA,layer IV of area V3
V3-5,DHBA,layer V of area V3
V3-6,DHBA,layer VI of area V3
VP,DHBA,area VP of peristriate cortex
VP1,DHBA,layer I of area VP
VP2,DHBA,layer II of area VP
VP3,DHBA,layer III of area VP
VP4,DHBA,layer IV of area VP
VP5,DHBA,layer V of area VP
VP6,DHBA,layer VI of area VP
V3A,DHBA,area V3A of peristriate cortex
V3A-1,DHBA,layer I of area V3A
V3A-2,DHBA,layer II of area V3A
V3A-3,DHBA,layer III of area V3A
V3A-4,DHBA,layer IV of area V3A
V3A-5,DHBA,layer V of area V3A
V3A-6,DHBA,layer VI of area V3A
V4,DHBA,area V4 of peristriate cortex
V4-1,DHBA,layer I of area V4
V4-2,DHBA,layer II of area V4
V4-3,DHBA,layer III of area V4
V4-4,DHBA,layer IV of area V4
V4-5,DHBA,layer V of area V4
V4-6,DHBA,layer VI of area V4
V3B,DHBA,area V3B of peristriate cortex
V3B1,DHBA,layer I of area V3B
V3B2,DHBA,layer II of area V3B
V3B3,DHBA,layer III of area V3B
V3B4,DHBA,layer IV of area V3B
V3B5,DHBA,layer V of area V3B
V3B6,DHBA,layer VI of area V3B
V6,DHBA,area V6 of peristriate cortex
V6-1,DHBA,layer I of area V6
V6-2,DHBA,layer II of area V6
V6-3,DHBA,layer III of area V6
V6-4,DHBA,layer IV of area V6
V6-5,DHBA,layer V of area V6
V6-6,DHBA,layer VI of area V6
V6A/PO,DHBA,area V6 of peristriate cortex (parieto-occipital area)
V6A-1,DHBA,layer I of area V6A
V6A-2,DHBA,layer II of area V6A
V6A-3,DHBA,layer III of area V6A
V6A-4,DHBA,layer IV of area V6A
V6A-5,DHBA,layer V of area V6A
V6A-6,DHBA,layer VI of area V6A
V7,DHBA,area V7 of peristriate cortex
V7-1,DHBA,layer I of area V7
V7-2,DHBA,layer II of area V7
V7-3,DHBA,layer III of area V7
V7-4,DHBA,layer IV of area V7
V7-5,DHBA,layer V of area V7
V7-6,DHBA,layer VI of area V7
ICx,DHBA,insular neocortex
AI,"[Krueger, 2019]",anterior insula
Idg,DHBA,dysgranular insular cortex
RIdg,DHBA,rostral dysgranular insular cortex
RIdg1,DHBA,layer I of dysgranular insular cortex
RIdg2,DHBA,layer II of dysgranular insular cortex
RIdg3,DHBA,layer III of dysgranular insular cortex
RIdg4,DHBA,layer IV of dysgranular insular cortex
RIdg5,DHBA,layer V of dysgranular insular cortex
RIdg6,DHBA,layer VI of dysgranular insular cortex
CIdg,DHBA,caudal dysgranular insular cortex
CIdg1,DHBA,layer I of caudal dysgranular insular cortex
CIdg2,DHBA,layer II of caudal dysgranular insular cortex
CIdg3,DHBA,layer III of caudal dysgranular insular cortex
CIdg4,DHBA,layer IV of caudal dysgranular insular cortex
CIdg5,DHBA,layer V of caudal dysgranular insular cortex
CIdg6,DHBA,layer VI of caudal dysgranular insular cortex
Ig,DHBA,"Granular insular cortex, GI"
RIg,DHBA,rostral granular insular cortex
RIg1,DHBA,layer I of granular insular cortex
RIg2,DHBA,layer II of granular insular cortex
RIg3,DHBA,layer III of granular insular cortex
RIg4,DHBA,layer IV of granular insular cortex
RIg5,DHBA,layer V of granular insular cortex
RIg6,DHBA,layer VI of granular insular cortex
CIg,DHBA,caudal granular insular cortex
CIg1,DHBA,layer I of caudal granular insular cortex
CIg2,DHBA,layer II of caudal granular insular cortex
CIg3,DHBA,layer III of caudal granular insular cortex
CIg4,DHBA,layer IV of caudal granular insular cortex
CIg5,DHBA,layer V of caudal granular insular cortex
CIg6,DHBA,layer VI of caudal granular insular cortex
CCx,DHBA,cingulate neocortex
MFC,DHBA,anterior cingulate cortex
A24,DHBA,ventral division of MFC (area 24)
A24-1,DHBA,layer I of area 24
A24-2,DHBA,layer II of area 24
A24-3,DHBA,layer III of area 24
A24-5a,DHBA,layer Va of area 24
A24-5b,DHBA,layer Vb of area 24
A24-6,DHBA,layer VI of area 24
A24a,"[Paxinos, 2012]",area 24a of cortex
A24b,"[Paxinos, 2012]",A24b area 24b of cortex
A24c,"[Paxinos, 2012]",A24c area 24c of cortex
A24d,"[Paxinos, 2012]",A24d area 24d of cortex
A32,DHBA,"dACC, dorsal anterior cingulate cortex"
A32.L5PT,makeshift,"dorsorostal division of MFC (area 32), pyramidal tract neurons in layer 5"
A32V,"[Paxinos, 2012]",area 32 of cortexventral part
A32p,makeshift,
A32sg,makeshift,
A32-1,DHBA,layer I of area 32
A32-2,DHBA,layer II of area 32
A32-3,DHBA,layer III of area 32
A32-4,DHBA,layer IV of area 32
A32-5,DHBA,layer V of area 32
A32-6,DHBA,layer VI of area 32
A25,DHBA,subgenual (subcallosal) division of MFC (area 25)
A25-1,DHBA,layer I of area 25
A25-2,DHBA,layer II of area 25
A25-3,DHBA,layer III of area 25
A25-5,DHBA,layer V of area 25
A25-6,DHBA,layer VI of area 25
MCC,DHBA,midcingulate cortex
A24mc,DHBA,ventral division of MCC (area 24mc)
A24mc-1,DHBA,layer I of area 24mc
A24mc-2,DHBA,layer II of area 24mc
A24mc-3,DHBA,layer III of area 24mc
A24mc-5a,DHBA,layer Va of area 24mc
A24mc-5b,DHBA,layer Vb of area 24mc
A24mc-6,DHBA,layer VI of area 24mc
A32mc,DHBA,dorsal division of MCC (area 32mc)
A32mc-1,DHBA,layer I of area 32mc
A32mc-2,DHBA,layer II of area 32mc
A32mc-3,DHBA,layer III of area 32mc
A32mc-4,DHBA,layer IV of area 32mc
A32mc-5,DHBA,layer V of area 32mc
A32mc-6,DHBA,layer VI of area 32mc
PCC,DHBA,posterior cingulate cortex
A23,DHBA,ventral division of PCC (area 23)
A23-1,DHBA,layer I of area 23
A23-2,DHBA,layer II of area 23
A23-3,DHBA,layer III of area 23
A23-4,DHBA,layer IV of area 23
A23-5,DHBA,layer V of area 23
A23-6,DHBA,layer VI of area 23
A31,DHBA,dorsal division of PCC (area 31)
A31-1,DHBA,layer I of area 31
A31-2,DHBA,layer II of area 31
A31-3,DHBA,layer III of area 31
A31-4,DHBA,layer IV of area 31
A31-5,DHBA,layer V of area 31
A31-6,DHBA,layer VI of area 31
PACx,DHBA,periallocortex
PArCx,DHBA,periarchicortex
A35,DHBA,"Perirhinal cortex, PRC"
A35_uc1,makeshift,"perirhinal cortex, uniform circuit 1"
A35_uc2,makeshift,"perirhinal cortex, uniform circuit 2"
A35r,DHBA,rostral subdivision of area 35
A35r1,DHBA,layer I of area 35r
A35r2,DHBA,layer II of area 35r
A35r3,DHBA,layer III of area 35r
A35r3a,DHBA,layer IIIa of area 35r
A35r3b,DHBA,layer IIIb of area 35r
A35r3u,DHBA,layer IIIu of area 35r
A35r5,DHBA,layer V of area 35r
A35r6,DHBA,layer VI of area 35r
A35c,DHBA,caudal subdivision of area 35
A35c1,DHBA,layer I of area 35c
A35c2,DHBA,layer II of area 35c
A35c3,DHBA,layer III of area 35c
A35c3a,DHBA,layer IIIa of area 35c
A35c3b,DHBA,layer IIIb of area 35c
A35c3u,DHBA,layer IIIu of area 35c
A35c5,DHBA,layer V of area 35c
A35c6,DHBA,layer VI of area 35c
EC,DHBA,entorhinal cortex
LEC,DHBA,lateral entorhinal cortex
LEC_I,collection,"lateral entorhinal cortex, layer 1"
LEC_II,collection,"lateral entorhinal cortex, layer 2"
LEC_III,collection,"lateral entorhinal cortex, layer 3"
LEC_V,collection,"lateral entorhinal cortex, layer 5"
LEC_VI,collection,"lateral entorhinal cortex, layer 6"
LEC_deep,collection,deep layer of lateral entorihinal cortex
LEC_deep_uc1,makeshift,"deep layer of lateral entorihinal cortex, uniform circuit 1"
EO,DHBA,olfactory part of entorhinal cortex
EO1,DHBA,layer I of olfactory entorhinal cortex
EOs,DHBA,superficial layers of olfactory entorhinal cortex
EO2,DHBA,layer II of olfactory entorhinal cortex
EO3,DHBA,layer III of olfactory entorhinal cortex
EO3a,DHBA,layer IIIa of olfactory entorhinal cortex
EO3b,DHBA,layer IIIb of olfactory entorhinal cortex
EOld,DHBA,lamina dissecans of olfactory entorhinal cortex
EOd,DHBA,deep layers of olfactory entorhinal cortex
EO5,DHBA,layer V of olfactory entorhinal cortex
EO6,DHBA,layer VI of olfactory entorhinal cortex
ER,DHBA,rostral part of entorhinal cortex
ER1,DHBA,layer I of rostral entorhinal cortex
ERs,DHBA,superficial layers of rostral entorhinal cortex
ER2,DHBA,layer II of rostral entorhinal cortex
ER3,DHBA,layer III of rostral entorhinal cortex
ER3a,DHBA,layer IIIa of rostral entorhinal cortex
ER3b,DHBA,layer IIIb of rostral entorhinal cortex
ERld,DHBA,lamina dissecans of rostral entorhinal cortex
ERd,DHBA,deep layers of rostral entorhinal cortex
ER5,DHBA,layer V of rostral entorhinal cortex
ER6,DHBA,layer VI of rostral entorhinal cortex
ELR,DHBA,laterorostral part of entorhinal cortex
ELR1,DHBA,layer I of laterorostral entorhinal cortex
ELRs,DHBA,superficial layers of laterorostral entorhinal cortex
ELR2,DHBA,layer II of laterorostral entorhinal cortex
ELR3,DHBA,layer III of laterorostral entorhinal cortex
ELR3a,DHBA,layer IIIa of laterorostral entorhinal cortex
ELR3b,DHBA,layer IIIb of laterorostral entorhinal cortex
ELRld,DHBA,lamina dissecans of laterorostral entorhinal cortex
ELRd,DHBA,deep layers of laterorostral entorhinal cortex
ELR5,DHBA,layer V of laterorostral entorhinal cortex
ELR6,DHBA,layer VI of laterorostral entorhinal cortex
EMI,DHBA,medial intermediate part of entorhinal cortex
EMI1,DHBA,layer I of medial intermediate entorhinal cortex
EMIs,DHBA,superficial layers of medial intermediate entorhinal cortex
EMI2,DHBA,layer II of medial intermediate entorhinal cortex
EMI3,DHBA,layer III of medial intermediate entorhinal cortex
EMI3a,DHBA,layer IIIa of medial intermediate entorhinal cortex
EMI3b,DHBA,layer IIIb of medial intermediate entorhinal cortex
EMIld,DHBA,lamina dissecans of medial intermediate entorhinal cortex
EMId,DHBA,deep layers of medial intermediate entorhinal cortex
EMI5,DHBA,layer V of medial intermediate entorhinal cortex
EMI6,DHBA,layer VI of medial intermediate entorhinal cortex
MEC,DHBA,medial entorhinal cortex
MEC_I,collection,"medial entorhinal cortex, layer 1"
MEC_deep,collection,deep layer of medial entorihinal cortex
MEC_II,collection,"medial entorhinal cortex, layer 2"
MEC_III,collection,"medial entorhinal cortex, layer 3"
MEC_V,collection,"medial entorhinal cortex, layer 5"
MEC_VI,collection,"medial entorhinal cortex, layer 6"
ELI,DHBA,lateral intermediate part of entorhinal cortex
ELI1,DHBA,layer I of lateral intermediate entorhinal cortex
ELIs,DHBA,superficial layers of lateral intermediate entorhinal cortex
ELI2,DHBA,layer II of lateral intermediate entorhinal cortex
ELI3,DHBA,layer III of lateral intermediate entorhinal cortex
ELI3a,DHBA,layer IIIa of lateral intermediate entorhinal cortex
ELI3b,DHBA,layer IIIb of lateral intermediate entorhinal cortex
ELIld,DHBA,lamina dissecans of lateral intermediate entorhinal cortex
ELId,DHBA,deep layers of lateral intermediate entorhinal cortex
ELI5,DHBA,layer V of lateral intermediate entorhinal cortex
ELI6,DHBA,layer VI of lateral intermediate entorhinal cortex
Ec,DHBA,caudal part of entorhinal cortex
Ec1,DHBA,layer I of caudal entorhinal cortex
Ecs,DHBA,superficial layers of caudal entorhinal cortex
Ec2,DHBA,layer II of caudal entorhinal cortex
Ec3,DHBA,layer III of caudal entorhinal cortex
Ec3a,DHBA,layer IIIa of caudal entorhinal cortex
Ec3b,DHBA,layer IIIb of caudal entorhinal cortex
Ecld,DHBA,lamina dissecans of caudal entorhinal cortex
Ecd,DHBA,deep layers of caudal entorhinal cortex
Ec5,DHBA,layer V of caudal entorhinal cortex
Ec6,DHBA,layer VI of caudal entorhinal cortex
ECL,DHBA,caudal limiting part of entorhinal cortex
ECL1,DHBA,layer I of caudal limiting entorhinal cortex
ECLs,DHBA,superficial layers of caudal limiting entorhinal cortex
ECL2,DHBA,layer II of caudal limiting entorhinal cortex
ECL3,DHBA,layer III of caudal limiting entorhinal cortex
ECL3a,DHBA,layer IIIa of caudal limiting entorhinal cortex
ECL3b,DHBA,layer IIIb of caudal limiting entorhinal cortex
ECLld,DHBA,lamina dissecans of caudal limiting entorhinal cortex
ECLd,DHBA,deep layers of caudal limiting entorhinal cortex
ECL5,DHBA,layer V of caudal limiting entorhinal cortex
ECL6,DHBA,layer VI of caudal limiting entorhinal cortex
ELC,DHBA,laterocaudal part of entorhinal cortex
ELC1,DHBA,layer I of laterocaudal entorhinal cortex
ELCs,DHBA,superficial layers of laterocaudal entorhinal cortex
ELC2,DHBA,layer II of laterocaudal entorhinal cortex
ELC3,DHBA,layer III of laterocaudal entorhinal cortex
ELC3a,DHBA,layer IIIa of laterocaudal entorhinal cortex
ELC3b,DHBA,layer IIIb of laterocaudal entorhinal cortex
ELCld,DHBA,lamina dissecans of laterocaudal entorhinal cortex
ELCd,DHBA,deep layers of laterocaudal entorhinal cortex
ELC5,DHBA,layer V of laterocaudal entorhinal cortex
ELC6,DHBA,layer VI of laterocaudal entorhinal cortex
PaS,DHBA,parasubiculum
PaS_uc1,makeshift,"parasubiculum, uniform circuit 1"
PaSb,DHBA,proximal parasubiculum
PaSb1,DHBA,layer I of proximal parasubiculum
PaSb2-3,DHBA,layers II/III of proximal parasubiculum
PaSbld,DHBA,lamina dissecans of proximal parasubiculum
PaSb5-6,DHBA,layers V/VI of proximal parasubiculum
PaSa,DHBA,distal parasubiculum
PaSa1,DHBA,layer I of distal parasubiculum
PaSa2-3,DHBA,layers II/III of distal parasubiculum
PaSald,DHBA,lamina dissecans of distal parasubiculum
PaSa5-6,DHBA,layers V/VI of distal parasubiculum
PrS,DHBA,presubiculum
PrS_uc1,makeshift,"presubiculum, uniform circuit 1"
PrSr,DHBA,rostral presubiculum
PrSr1,DHBA,layer I of rostral presubiculum
PrSrs,DHBA,superficial layers of rostral presubiculum
PrSr2,DHBA,layer II of rostral presubiculum
PrSr3,DHBA,layer III of rostral presubiculum
PrSrld,DHBA,lamina dissecans of rostral presubiculum
PrSrd,DHBA,deep layers of rostral presubiculum
PrSr5,DHBA,layer V of rostral presubiculum
PrSr6,DHBA,layer VI of rostral presubiculum
PrSc,DHBA,caudal presubiculum (postsubiculum)
PrSc1,DHBA,layer I of caudal presubiculum
PrScs,DHBA,superficial layers of caudal presubiculum
PrSc2,DHBA,layer II of caudal presubiculum
PrSc3,DHBA,layer III of caudal presubiculum
PrScld,DHBA,lamina dissecans of caudal presubiculum
PrScd,DHBA,deep layers of caudal presubiculum
PrSc5,DHBA,layer V of caudal presubiculum
PrSc6,DHBA,layer VI of caudal presubiculum
RSC,DHBA,retrosphlenial cortex
RSC_uc1,makeshift,"retrosphlenial cortex, uniform circit 1"
A29,DHBA,area 29 of retrosplenial cortex
A29-1,DHBA,layer I of area 29
A29-2,DHBA,layer II of area 29
A29-3,DHBA,layer III of area 29
A29-5-6,DHBA,layers V/VI of area 29
A30,DHBA,area 30 of retrosplenial cortex
A30-1,DHBA,layer I of area 30
A30-2,DHBA,layer II of area 30
A30-3,DHBA,layer III of area 30
A30-5,DHBA,layer V of area 30
A30-6,DHBA,layer VI of area 30
PPCx,DHBA,peripaleocortex
Iag,DHBA,agranular insular cortex
Iag1,DHBA,layer I of area Iag
Iag2,DHBA,layer II of area Iag
Iag3,DHBA,layer III of area Iag
Iag5,DHBA,layer V of area Iag
Iag6,DHBA,layer VI of area Iag
FI,DHBA,frontal agranular insular cortex (area FI)
FI1,DHBA,layer I of area FI
FI2,DHBA,layer II of area FI
FI3,DHBA,layer III of area FI
FI5,DHBA,layer V of area FI
FI6,DHBA,layer VI of area FI
TI,DHBA,temporal agranular insular cortex (area TI)
TI1,DHBA,layer I of area TI
TI2,DHBA,layer II of area TI
TI3,DHBA,layer III of area TI
TI5,DHBA,layer V of area TI
TI6,DHBA,layer VI of area TI
ACx,DHBA,allocortex
ArCx,DHBA,archicortex
HIP,DHBA,hippocampus
DG,DHBA,dentate gyrus
DGU,DHBA,uncal dentate gyrus
DGUmo,DHBA,molecular layer of uncal dentate gyrus
DGUgr,DHBA,granular layer of uncal dentate gyrus
DGUsg,DHBA,subgranular zone of uncal dentate gyrus
DGUpf,DHBA,polyform layer of uncal dentate gyrus
DGR,DHBA,rostral dentate gyrus
DGRmo,DHBA,molecular layer of rostral dentate gyrus
DGRgr,DHBA,granular layer of rostral dentate gyrus
DGRsg,DHBA,subgranular zone of rostral dentate gyrus
DGRpf,DHBA,polyform layer of rostral dentate gyrus
DGC,DHBA,caudal dentate gyrus
DGCmo,DHBA,molecular layer of caudal dentate gyrus
DGCgr,DHBA,granular layer of caudal dentate gyrus
DGCsg,DHBA,subgranular zone of caudal dentate gyrus
DGCpf,DHBA,polyform layer of caudal dentate gyrus
Hipp,DHBA,Hippocampus proper
CA1,DHBA,"CA1 region of Hipp, CA1 field of the hippocampus"
CA1_distal,"[Bubb, 2017]","CA1, distal"
CA1_proximal,"[Bubb, 2017]","CA1, proximal"
CA1U,DHBA,uncal CA1
CA1Uslm,DHBA,stratum lacunosum-moleculare of uncal CA1
CA1Usmo,DHBA,stratum moleculare of uncal CA1
CA1Usla,DHBA,stratum lacunosum of uncal CA1
CA1Usr,DHBA,stratum radiatum of uncal CA1
CA1Usp,DHBA,stratum pyramidale of uncal CA1
CA1Uso,DHBA,stratum oriens of uncal CA1
CA1R,DHBA,rostral CA1
CA1Rslm,DHBA,stratum lacunosum-moleculare of rostral CA1
CA1Rsmo,DHBA,stratum moleculare of rostral CA1
CA1Rsla,DHBA,stratum lacunosum of rostral CA1
CA1Rsr,DHBA,stratum radiatum of rostral CA1
CA1Rsp,DHBA,stratum pyramidale of rostral CA1
CA1Rso,DHBA,stratum oriens of rostral CA1
CA1C,DHBA,caudal CA1
CA1Cslm,DHBA,stratum lacunosum-moleculare of caudal CA1
CA1Csmo,DHBA,stratum moleculare of caudal CA1
CA1Csla,DHBA,stratum lacunosum of caudal CA1
CA1Csr,DHBA,stratum radiatum of caudal CA1
CA1Csp,DHBA,stratum pyramidale of caudal CA1
CA1Cso,DHBA,stratum oriens of caudal CA1
CA2,DHBA,"CA2 region of Hipp, CA2 field of the hippocampus"
CA2U,DHBA,uncal CA2
CA2Uslm,DHBA,stratum lacunosum-moleculare of uncal CA2
CA2Usmo,DHBA,stratum moleculare of uncal CA2
CA2Usla,DHBA,stratum lacunosum of uncal CA2
CA2Usr,DHBA,stratum radiatum of uncal CA2
CA2Usp,DHBA,stratum pyramidale of uncal CA2
CA2Uso,DHBA,stratum oriens of uncal CA2
CA2R,DHBA,rostral CA2
CA2Rslm,DHBA,stratum lacunosum-moleculare of rostral CA2
CA2Rsmo,DHBA,stratum moleculare of rostral CA2
CA2Rsla,DHBA,stratum lacunosum of rostral CA2
CA2Rsr,DHBA,stratum radiatum of rostral CA2
CA2Rsp,DHBA,stratum pyramidale of rostral CA2
CA2Rso,DHBA,stratum oriens of rostral CA2
CA2C,DHBA,caudal CA2
CA2Cslm,DHBA,stratum lacunosum-moleculare of caudal CA2
CA2Csmo,DHBA,stratum moleculare of caudal CA2
CA2Csla,DHBA,stratum lacunosum of caudal CA2
CA2Csr,DHBA,stratum radiatum of caudal CA2
CA2Csp,DHBA,stratum pyramidale of caudal CA2
CA2Cso,DHBA,stratum oriens of caudal CA2
CA3,DHBA,cornu Ammonis 3
CA3U,DHBA,uncal CA3
CA3Uslm,DHBA,stratum lacunosum-moleculare of uncal CA3
